Departament,Cdig,Tama,P1,P2,P3,P4,P5,P6,P7,P8,Robo
15,4510,GRANDE,1,1,1,1,0,0,0,0,0
15,4661,GRANDE,0,1,1,1,1,0,0,0,0
15,1061,GRANDE,0,1,0,1,0,0,0,0,0
15,3510,GRANDE,1,0,1,1,0,0,1,1,0
15,4730,MEDIANA,0,0,0,0,0,0,0,0,1
15,4100,GRANDE,1,0,1,1,0,0,0,1,1
15,6499,PEQUEÑA,0,0,0,1,0,0,0,0,0
15,6820,MICRO,0,1,0,1,0,0,0,0,0
15,8129,GRANDE,0,1,0,1,0,0,0,0,0
15,9609,GRANDE,1,1,1,1,0,0,0,1,0
15,6820,MEDIANA,0,0,0,0,0,0,0,0,0
15,6810,MICRO,0,1,0,1,0,0,0,0,0
15,4923,GRANDE,0,1,1,1,0,0,0,0,0
15,8549,GRANDE,0,1,0,1,0,0,0,1,0
15,4663,GRANDE,0,1,0,1,0,0,0,0,0
15,6810,MEDIANA,0,0,0,1,0,0,0,0,0
15,4100,MEDIANA,0,0,0,0,0,0,0,0,0
15,4923,PEQUEÑA,0,0,0,0,0,1,0,0,1
15,4100,GRANDE,0,0,0,0,0,0,0,0,0
15,5911,MICRO,0,0,0,0,0,0,0,0,0
15,7110,MICRO,0,0,0,0,0,0,0,0,0
15,4100,PEQUEÑA,0,1,1,1,0,0,0,0,0
15,2394,GRANDE,1,1,1,1,0,0,0,1,0
15,6810,MICRO,0,1,1,0,0,0,0,0,0
15,899,GRANDE,0,0,0,0,0,0,0,0,0
15,9609,MEDIANA,0,0,0,0,0,0,0,0,0
15,5224,MEDIANA,0,0,0,0,0,0,0,0,0
15,6202,GRANDE,0,1,1,0,0,0,0,0,0
15,4661,GRANDE,0,1,1,0,0,0,0,0,0
15,5914,GRANDE,0,0,0,0,1,0,0,1,0
15,3830,PEQUEÑA,0,0,0,1,0,0,0,0,0
15,3830,MICRO,0,0,0,1,0,0,0,0,0
15,729,MEDIANA,0,0,0,0,0,0,0,0,0
15,3510,MICRO,0,0,0,0,0,0,0,0,0
15,4100,PEQUEÑA,0,1,1,1,0,0,0,1,0
15,311,PEQUEÑA,0,1,0,1,0,0,0,1,1
15,7490,MICRO,0,0,0,1,0,0,0,0,0
15,6810,GRANDE,1,1,0,1,0,0,0,0,1
15,8299,PEQUEÑA,0,1,0,1,0,0,0,0,0
15,4100,GRANDE,0,0,0,1,0,0,0,0,0
15,4530,GRANDE,0,1,1,1,0,0,0,1,0
15,8521,GRANDE,0,1,1,0,0,0,0,0,0
15,6810,GRANDE,0,0,1,1,0,0,0,1,0
15,8299,MEDIANA,0,0,0,0,0,0,0,0,0
15,899,MICRO,0,0,0,0,0,0,0,0,1
15,7110,GRANDE,0,0,0,0,0,0,0,0,0
15,8299,MEDIANA,0,0,0,0,0,0,0,0,0
15,9200,GRANDE,1,1,1,1,1,1,0,1,0
15,9609,GRANDE,0,0,1,0,0,0,0,0,0
15,6419,GRANDE,1,1,1,1,1,1,0,1,0
15,4100,MEDIANA,0,1,0,0,0,0,0,0,0
15,8129,GRANDE,0,1,0,0,0,0,0,1,0
15,8690,MEDIANA,0,1,1,1,0,0,0,1,0
15,2100,GRANDE,1,1,1,1,0,0,0,1,0
15,4772,PEQUEÑA,0,1,0,1,0,0,0,0,0
15,5229,GRANDE,0,1,0,0,0,0,0,0,0
15,4921,GRANDE,0,1,1,1,1,0,0,1,1
15,3811,PEQUEÑA,1,0,0,1,0,0,0,1,1
15,899,GRANDE,0,0,0,0,0,0,0,0,0
15,810,PEQUEÑA,0,1,0,0,0,0,0,0,0
15,2394,GRANDE,0,1,1,0,0,0,0,0,0
15,3520,MICRO,1,0,0,0,0,0,0,0,0
15,4620,GRANDE,0,0,0,0,0,0,0,0,0
15,4100,GRANDE,0,0,0,0,0,0,0,0,0
15,5510,MICRO,0,0,0,1,0,0,0,1,1
15,8510,MICRO,0,0,0,0,0,0,0,0,0
15,4210,GRANDE,0,1,1,1,0,0,0,0,0
16,7020,PEQUEÑA,0,0,0,0,0,0,0,0,0
16,2392,MICRO,0,0,0,0,0,0,0,0,0
16,4663,MICRO,0,0,0,0,0,0,0,0,0
16,7110,PEQUEÑA,0,0,0,0,0,0,0,0,0
16,5813,PEQUEÑA,0,1,0,0,0,0,0,0,0
16,4653,GRANDE,1,0,0,0,0,0,0,0,0
16,4730,MEDIANA,0,1,0,1,1,0,0,0,1
16,5813,PEQUEÑA,0,0,0,0,0,0,1,0,1
16,8620,PEQUEÑA,0,0,0,0,0,0,0,1,0
16,4773,PEQUEÑA,0,1,0,0,0,0,0,0,0
16,5629,PEQUEÑA,0,0,0,0,0,0,0,1,0
16,4100,PEQUEÑA,0,0,0,1,0,0,0,1,0
16,5510,PEQUEÑA,0,1,0,0,0,0,0,0,0
16,4100,PEQUEÑA,0,0,0,0,0,0,0,0,1
16,5229,GRANDE,1,0,0,0,0,1,0,1,1
16,4630,GRANDE,0,1,0,0,0,0,0,0,0
16,8010,PEQUEÑA,0,1,0,0,0,0,0,0,1
16,1104,GRANDE,0,1,1,1,0,0,0,1,0
16,4921,MICRO,0,0,0,0,0,0,0,0,0
16,4730,PEQUEÑA,1,0,0,0,0,0,0,0,0
16,4741,GRANDE,0,1,0,0,0,0,0,0,0
16,4663,PEQUEÑA,0,1,0,0,0,0,0,0,1
16,4663,MEDIANA,0,1,0,0,0,0,0,1,0
16,4510,PEQUEÑA,0,1,1,0,0,0,0,0,0
16,5510,MEDIANA,0,1,0,0,0,0,0,1,1
16,9609,PEQUEÑA,0,0,0,0,0,0,0,0,0
16,4730,PEQUEÑA,0,0,0,0,0,0,0,1,1
16,4730,GRANDE,0,0,0,0,0,0,0,0,0
16,4690,MEDIANA,0,0,0,1,0,1,0,0,1
16,5012,PEQUEÑA,0,1,0,0,0,0,0,1,1
17,4653,MEDIANA,0,1,1,0,0,0,0,1,0
17,4772,PEQUEÑA,0,1,0,0,0,0,0,0,0
17,4663,PEQUEÑA,0,0,0,0,0,0,0,0,0
17,4730,PEQUEÑA,1,0,0,0,0,0,0,0,0
17,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
17,4661,PEQUEÑA,0,1,0,0,0,0,0,0,1
17,4100,MICRO,0,0,0,0,0,0,0,0,0
17,4730,PEQUEÑA,1,1,0,0,0,0,0,0,0
17,899,PEQUEÑA,0,0,0,0,0,0,1,0,0
17,7710,PEQUEÑA,1,0,0,0,0,0,0,1,0
17,4921,MICRO,0,0,0,0,0,0,0,0,1
17,899,MICRO,0,0,0,0,0,0,0,1,1
17,1071,PEQUEÑA,0,0,0,0,0,0,0,0,0
17,6810,PEQUEÑA,0,1,0,0,0,0,0,1,1
17,2592,MICRO,0,0,0,0,0,0,0,0,0
17,4752,MICRO,0,0,0,0,0,0,0,0,0
17,5610,PEQUEÑA,0,1,0,0,0,0,0,0,0
18,4730,PEQUEÑA,1,0,0,0,0,0,0,1,0
18,4630,PEQUEÑA,0,1,0,0,0,0,0,0,0
18,4312,MICRO,0,0,0,0,0,0,0,0,0
18,4923,PEQUEÑA,0,1,0,0,0,0,0,0,0
18,4100,GRANDE,1,0,0,0,0,0,0,0,0
18,9609,PEQUEÑA,1,0,1,1,0,0,0,0,1
18,4663,PEQUEÑA,1,0,0,0,1,0,0,0,1
18,4663,PEQUEÑA,1,1,0,1,0,0,0,1,0
18,4510,PEQUEÑA,1,1,0,0,0,0,0,1,0
18,2599,PEQUEÑA,0,0,0,0,0,0,0,1,0
18,4922,PEQUEÑA,0,1,0,0,0,0,0,0,0
18,8299,PEQUEÑA,0,1,0,0,0,0,0,0,0
18,4322,PEQUEÑA,1,0,0,0,0,0,0,0,0
18,5610,PEQUEÑA,0,1,0,0,0,0,0,1,0
18,5610,MICRO,0,1,0,0,0,0,0,0,0
18,7110,PEQUEÑA,1,0,0,0,0,0,0,0,0
18,2599,PEQUEÑA,0,0,0,0,0,0,0,0,1
18,4772,PEQUEÑA,1,0,0,0,0,0,0,0,0
19,7730,PEQUEÑA,0,0,0,0,1,0,0,0,1
19,4530,PEQUEÑA,0,0,0,0,0,0,0,0,0
19,4773,PEQUEÑA,0,1,1,0,0,1,0,0,0
19,4730,MICRO,0,0,0,0,0,0,0,0,0
19,4789,PEQUEÑA,0,0,0,0,0,0,0,0,0
19,4923,PEQUEÑA,1,0,0,0,0,0,0,0,0
19,4100,PEQUEÑA,0,0,1,0,0,0,0,0,0
19,6209,MICRO,0,0,0,0,0,0,0,0,0
19,4923,MICRO,0,1,0,0,0,0,0,0,1
19,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
19,9609,PEQUEÑA,0,1,1,0,0,0,0,0,0
19,4630,PEQUEÑA,1,1,0,0,0,0,0,0,0
19,4100,MEDIANA,0,1,0,0,0,0,0,0,0
19,4100,PEQUEÑA,0,1,0,0,0,0,0,0,0
20,4663,GRANDE,1,1,1,1,0,0,0,1,0
20,1020,GRANDE,1,1,1,0,0,0,0,1,0
20,4923,MEDIANA,0,1,0,0,0,0,0,0,0
20,4923,MEDIANA,1,1,1,1,0,0,0,1,0
20,4923,MICRO,0,0,0,0,0,0,0,1,0
20,1020,GRANDE,1,0,1,0,0,0,0,1,0
20,4690,GRANDE,1,1,1,0,1,0,0,1,0
20,4661,GRANDE,0,0,0,1,0,0,0,0,1
20,5610,PEQUEÑA,1,1,1,1,0,0,0,1,0
20,1020,GRANDE,1,0,0,0,0,0,0,1,1
20,6120,PEQUEÑA,1,1,1,1,1,1,0,0,0
20,4100,MICRO,1,0,0,0,1,0,0,1,0
20,9321,PEQUEÑA,1,1,1,1,0,0,0,1,0
20,4730,GRANDE,0,1,0,1,0,0,0,1,0
20,4773,MICRO,0,0,0,0,0,0,0,0,0
20,4100,PEQUEÑA,0,1,1,0,1,0,0,1,1
20,5610,PEQUEÑA,0,1,0,1,0,0,0,1,1
20,4329,PEQUEÑA,1,0,0,0,0,0,0,1,0
20,4620,GRANDE,0,1,0,1,0,0,0,1,0
20,8610,PEQUEÑA,1,1,1,1,1,1,0,1,0
20,6512,PEQUEÑA,0,1,0,1,0,0,0,1,0
20,4923,PEQUEÑA,1,1,1,1,1,0,0,1,1
20,4730,PEQUEÑA,0,1,0,0,0,0,0,1,1
20,3510,MICRO,0,0,0,0,0,0,0,0,0
20,4653,MEDIANA,1,1,0,0,1,1,0,0,1
20,4100,MEDIANA,1,1,1,0,0,0,0,1,0
20,1811,MICRO,1,0,0,0,0,0,0,0,0
20,1629,PEQUEÑA,1,1,1,0,1,0,0,1,0
20,9609,PEQUEÑA,0,1,1,0,0,0,0,1,0
20,4100,PEQUEÑA,1,0,1,0,0,1,0,1,1
20,4730,MEDIANA,0,0,0,1,1,0,0,0,0
20,4510,PEQUEÑA,1,1,1,0,0,0,0,1,0
20,4690,GRANDE,1,1,1,1,1,0,0,0,0
20,5610,PEQUEÑA,1,1,1,1,0,0,0,1,0
20,910,PEQUEÑA,1,1,1,1,0,0,0,1,1
20,8010,GRANDE,0,1,1,1,0,0,1,0,0
20,4290,GRANDE,0,1,1,0,0,1,0,1,0
20,4663,PEQUEÑA,1,0,0,1,0,0,0,1,0
20,9609,PEQUEÑA,0,0,1,0,0,0,0,0,0
21,7020,PEQUEÑA,0,0,0,0,0,0,0,0,1
21,4730,MEDIANA,0,0,0,0,0,0,0,0,0
21,5610,PEQUEÑA,0,1,0,0,0,0,0,0,0
21,4661,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,5510,MICRO,0,1,0,0,0,0,0,0,1
21,729,MEDIANA,0,0,0,0,0,0,0,0,0
21,4730,GRANDE,0,1,0,1,0,0,0,1,0
21,4752,MICRO,0,0,0,0,0,0,0,0,0
21,4663,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,899,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,8521,PEQUEÑA,0,1,0,0,0,0,0,1,0
21,1410,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,899,MEDIANA,0,0,0,0,0,0,0,0,0
21,8510,MICRO,0,0,0,0,0,0,0,0,0
21,4540,PEQUEÑA,0,0,0,0,0,0,0,0,1
21,8211,PEQUEÑA,0,0,0,0,0,1,0,1,0
21,4610,PEQUEÑA,0,1,0,0,0,0,0,0,0
21,4100,MEDIANA,0,0,0,0,0,0,0,0,0
21,4922,GRANDE,0,0,0,0,0,0,0,0,0
21,5610,PEQUEÑA,0,1,0,0,0,0,0,0,1
21,6499,PEQUEÑA,0,1,0,1,0,0,0,0,1
21,4752,PEQUEÑA,0,0,0,0,0,0,0,0,0
21,4630,GRANDE,1,1,1,1,0,0,0,1,0
21,4322,PEQUEÑA,0,0,0,0,0,0,0,1,1
21,4630,MEDIANA,1,1,0,1,0,0,1,0,0
21,899,GRANDE,0,0,0,0,0,0,0,0,0
21,9321,PEQUEÑA,0,1,0,1,0,0,0,1,0
21,4799,PEQUEÑA,0,1,0,0,0,0,0,1,0
22,4663,GRANDE,0,0,0,1,0,0,0,0,0
22,4763,MICRO,0,0,0,0,0,0,0,0,0
22,4630,MEDIANA,0,1,0,0,0,1,0,0,1
22,4630,PEQUEÑA,0,1,0,0,0,0,0,0,1
22,4741,PEQUEÑA,0,0,0,0,0,0,0,0,0
22,5610,PEQUEÑA,1,1,0,0,0,0,0,0,0
22,5320,MICRO,0,0,0,0,0,0,0,0,0
22,1061,PEQUEÑA,0,0,0,0,0,0,0,0,0
22,5610,PEQUEÑA,0,1,0,0,0,0,0,0,0
22,9321,PEQUEÑA,0,1,0,0,0,0,1,0,0
22,4923,PEQUEÑA,0,1,0,0,0,0,0,0,1
22,6810,PEQUEÑA,0,1,0,0,0,0,0,0,0
22,4663,PEQUEÑA,0,0,0,0,0,0,0,0,0
22,4663,MEDIANA,1,1,1,0,0,0,0,0,0
22,4653,PEQUEÑA,0,0,0,0,0,0,0,0,0
22,4100,PEQUEÑA,0,0,1,0,0,0,0,0,0
22,8510,PEQUEÑA,0,1,0,0,0,0,0,0,0
22,7110,PEQUEÑA,0,0,1,0,0,0,0,0,0
22,4663,GRANDE,1,1,1,0,0,0,0,1,0
22,5510,PEQUEÑA,0,0,0,0,0,0,1,0,1
22,1079,MICRO,0,0,0,0,0,0,0,0,0
22,4540,GRANDE,0,1,0,1,0,0,0,0,0
22,4789,PEQUEÑA,0,0,0,0,0,0,0,0,0
22,4730,GRANDE,0,1,0,0,0,0,0,0,1
23,4210,MICRO,1,1,0,0,0,0,0,0,0
23,2511,MICRO,0,0,0,0,0,0,0,0,0
23,4799,PEQUEÑA,1,0,0,0,0,0,0,0,0
23,4730,GRANDE,1,0,0,0,0,0,0,0,0
23,4663,PEQUEÑA,0,0,0,0,0,0,0,0,0
23,7110,PEQUEÑA,0,0,0,0,0,0,0,0,0
23,4100,PEQUEÑA,1,0,0,1,0,1,0,0,0
23,899,PEQUEÑA,0,0,0,0,0,0,0,0,0
23,8620,PEQUEÑA,0,1,1,0,0,0,0,0,0
23,1020,PEQUEÑA,0,0,0,0,0,0,0,0,0
23,4649,MEDIANA,0,1,0,1,0,0,0,0,0
23,4922,GRANDE,0,1,1,0,0,0,0,0,0
23,6209,PEQUEÑA,0,0,0,0,0,0,0,0,0
23,4290,GRANDE,1,1,1,1,0,0,0,0,0
23,5510,PEQUEÑA,1,1,1,0,0,0,0,1,0
23,4510,MEDIANA,1,1,0,1,0,0,0,0,0
23,5610,MICRO,1,0,0,0,0,0,0,0,0
23,6190,PEQUEÑA,0,1,0,0,0,0,0,0,0
23,4690,GRANDE,0,0,0,0,0,0,0,0,0
23,8299,PEQUEÑA,1,0,0,0,0,0,0,0,0
23,4690,GRANDE,0,1,0,0,0,0,0,0,0
23,4510,PEQUEÑA,1,1,1,0,0,0,0,0,0
23,4752,PEQUEÑA,0,1,0,0,0,0,0,0,0
23,4923,PEQUEÑA,0,1,0,1,0,0,0,0,0
23,4921,PEQUEÑA,0,0,0,0,0,0,0,0,0
24,4690,MICRO,1,1,0,0,0,0,0,0,0
24,4752,PEQUEÑA,0,1,0,0,1,1,1,0,1
24,4630,PEQUEÑA,0,0,0,0,0,0,1,0,0
24,7730,PEQUEÑA,0,0,1,0,0,0,0,1,0
24,311,MEDIANA,0,0,1,0,0,1,0,1,0
24,5510,MICRO,0,1,0,0,0,0,0,0,0
24,4711,MICRO,1,0,0,0,0,0,0,0,0
24,4290,PEQUEÑA,0,0,0,0,0,1,1,0,0
24,4620,GRANDE,0,1,1,0,0,0,1,0,1
24,4923,PEQUEÑA,0,0,1,0,0,0,1,1,1
24,4752,PEQUEÑA,1,1,1,0,1,0,1,1,0
24,4923,MICRO,0,0,0,0,0,0,0,0,0
24,4530,PEQUEÑA,0,1,0,1,0,0,0,0,0
24,6190,PEQUEÑA,0,1,1,1,0,0,0,0,0
24,311,MICRO,0,0,0,0,0,0,1,0,0
24,1811,MICRO,0,1,0,0,0,0,0,0,0
25,4730,PEQUEÑA,0,1,0,0,0,0,0,0,0
25,5610,PEQUEÑA,0,1,0,0,0,0,0,1,1
25,4923,PEQUEÑA,1,1,1,0,0,0,0,0,0
25,4799,MICRO,0,1,0,0,0,0,0,0,0
25,8690,PEQUEÑA,0,1,1,1,0,0,0,0,0
25,4663,PEQUEÑA,0,1,0,0,0,0,0,1,1
25,4630,GRANDE,0,1,0,1,0,0,0,0,0
25,6190,PEQUEÑA,0,1,0,1,0,0,0,0,0
25,4100,PEQUEÑA,1,1,1,0,0,0,0,0,1
25,1610,PEQUEÑA,0,1,1,1,0,0,0,1,0
25,4100,GRANDE,0,1,0,0,0,0,0,1,0
25,4630,MEDIANA,0,1,0,1,0,0,0,1,0
25,9200,PEQUEÑA,0,1,1,1,1,1,1,1,0
25,4540,GRANDE,0,1,0,0,0,0,0,1,0
25,4772,PEQUEÑA,0,1,0,1,0,0,0,1,0
25,7110,PEQUEÑA,0,1,0,0,0,0,0,1,0
25,4290,PEQUEÑA,0,0,0,0,0,0,0,0,1
25,1610,GRANDE,1,1,1,1,0,0,0,0,0
25,4663,GRANDE,0,0,0,0,0,0,0,1,0
25,5610,PEQUEÑA,0,1,0,1,0,0,0,1,0
25,5813,PEQUEÑA,0,0,0,0,0,0,0,0,0
25,4661,GRANDE,0,0,1,0,0,0,0,1,0
25,4100,PEQUEÑA,0,1,1,0,0,0,0,0,0
25,7730,PEQUEÑA,0,1,0,0,0,0,0,0,1
25,3520,MICRO,0,0,0,1,0,0,0,0,0
1,4923,MICRO,0,0,0,0,0,0,0,0,0
1,4771,MICRO,1,0,0,0,0,0,0,0,0
1,2592,MICRO,0,0,0,0,0,0,0,0,0
1,4730,PEQUEÑA,0,0,0,0,0,0,0,0,0
1,4630,PEQUEÑA,0,1,0,0,0,0,0,0,0
1,4923,PEQUEÑA,0,1,0,0,0,0,0,0,0
1,4730,MEDIANA,0,0,0,0,0,0,0,1,0
1,4100,MEDIANA,0,0,0,0,0,0,0,1,0
1,4100,PEQUEÑA,0,0,0,0,0,0,0,0,0
1,4100,PEQUEÑA,1,0,0,0,0,0,0,1,0
1,8521,MICRO,1,0,0,0,0,0,0,1,0
1,6190,PEQUEÑA,0,0,0,0,0,1,0,0,0
1,4663,PEQUEÑA,0,0,0,0,0,0,0,0,0
1,7020,PEQUEÑA,0,1,0,0,0,0,0,0,0
2,3600,MEDIANA,0,1,1,0,0,0,1,0,0
2,4921,PEQUEÑA,0,0,1,1,0,0,0,0,0
2,9411,PEQUEÑA,0,1,1,0,0,0,0,1,0
2,7020,PEQUEÑA,0,1,1,0,0,0,0,0,0
2,4759,MEDIANA,0,1,0,0,0,0,0,1,1
2,4741,PEQUEÑA,0,1,0,0,0,0,0,1,0
2,4100,PEQUEÑA,0,0,0,0,0,0,0,0,0
2,4651,PEQUEÑA,0,1,0,0,0,0,0,0,0
2,4923,MICRO,1,0,0,0,0,0,0,1,0
2,4630,MEDIANA,0,0,1,0,0,0,0,1,1
2,8299,PEQUEÑA,0,0,0,0,0,0,0,1,0
2,4923,PEQUEÑA,0,1,0,0,0,0,0,1,1
2,4510,GRANDE,0,1,1,0,0,0,0,0,0
2,1020,MEDIANA,1,1,0,0,1,0,0,1,0
2,4789,MEDIANA,0,1,0,0,0,0,0,0,1
2,311,PEQUEÑA,0,0,0,0,0,0,1,1,0
2,4923,PEQUEÑA,1,1,0,0,0,0,0,0,0
2,4721,PEQUEÑA,0,1,0,0,0,0,0,0,0
2,8510,MICRO,0,0,1,0,0,0,0,0,0
2,5610,MICRO,0,1,1,0,0,0,0,0,1
2,4799,MICRO,1,1,0,0,0,0,0,0,0
2,2391,MICRO,1,0,0,0,0,0,0,1,0
2,5510,PEQUEÑA,1,1,0,0,0,0,0,1,0
2,4661,PEQUEÑA,0,1,0,1,0,0,0,0,0
3,4752,PEQUEÑA,0,0,0,0,0,0,0,0,1
3,9609,MICRO,0,0,0,0,0,0,0,0,0
3,4923,MICRO,0,0,0,0,0,1,0,0,1
3,5610,MICRO,0,1,0,0,0,0,0,0,0
3,8530,GRANDE,1,1,1,0,0,1,0,1,0
3,4923,PEQUEÑA,0,1,0,0,0,0,0,0,1
3,4100,PEQUEÑA,0,1,0,0,0,1,0,1,0
3,7110,PEQUEÑA,1,0,1,0,0,0,0,1,0
3,6499,PEQUEÑA,1,1,1,1,0,0,0,1,0
3,4923,PEQUEÑA,0,0,0,0,0,1,0,1,0
3,4721,PEQUEÑA,1,1,0,1,1,0,0,1,0
3,7110,PEQUEÑA,0,0,0,0,0,0,0,0,0
3,4771,MICRO,1,1,0,1,0,0,0,0,0
3,4630,PEQUEÑA,1,1,0,0,0,0,0,1,0
3,4100,PEQUEÑA,0,0,0,0,0,0,0,0,0
3,2511,PEQUEÑA,0,0,0,0,0,0,0,0,0
3,1811,MICRO,1,1,0,0,0,0,0,0,0
3,4663,GRANDE,0,1,0,0,0,0,0,0,0
3,4630,MEDIANA,0,1,0,1,0,0,0,0,0
3,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
3,4530,PEQUEÑA,0,1,0,0,0,0,0,0,0
4,4730,MEDIANA,0,1,0,1,1,0,0,0,0
4,2410,GRANDE,1,1,0,1,0,1,0,1,0
4,6629,GRANDE,1,1,1,1,1,1,0,0,0
4,6499,PEQUEÑA,0,1,1,1,1,0,0,0,0
4,5510,MEDIANA,0,1,1,0,0,0,0,1,0
4,4721,GRANDE,0,0,0,0,0,0,0,1,0
4,9200,PEQUEÑA,0,1,0,1,0,0,0,0,1
4,7911,PEQUEÑA,1,1,0,0,0,0,0,0,0
4,4630,GRANDE,0,0,0,0,0,0,0,1,0
4,4630,GRANDE,0,1,1,1,0,0,0,1,0
4,1079,GRANDE,0,1,0,0,0,0,0,1,0
4,4100,GRANDE,1,1,0,0,1,0,0,0,0
4,4772,MEDIANA,0,1,1,0,0,0,0,1,0
4,8690,PEQUEÑA,0,1,0,1,0,0,0,1,0
4,4659,GRANDE,1,1,1,1,0,0,0,0,0
4,5510,PEQUEÑA,1,1,0,1,0,0,0,0,1
4,4100,MEDIANA,0,0,0,0,0,0,0,0,0
4,8521,MICRO,1,0,1,0,0,0,0,0,0
4,6810,PEQUEÑA,1,0,1,0,1,1,0,1,0
4,899,PEQUEÑA,1,0,1,0,1,1,1,1,0
4,4923,MEDIANA,0,0,0,0,0,0,1,0,1
4,7310,PEQUEÑA,1,0,0,0,0,0,0,0,0
4,2396,PEQUEÑA,0,1,1,1,0,0,0,1,0
4,7730,MEDIANA,0,1,0,1,0,0,0,0,1
4,4730,GRANDE,0,1,1,1,1,1,0,1,0
4,5229,MEDIANA,0,1,1,1,0,0,0,1,0
4,4690,PEQUEÑA,1,1,0,1,0,0,0,0,0
4,3520,MICRO,1,0,0,1,0,0,0,0,1
4,8510,PEQUEÑA,0,1,1,1,0,0,0,1,0
4,4923,GRANDE,0,1,0,0,0,0,0,0,0
4,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
4,4752,PEQUEÑA,0,1,0,1,0,0,0,0,0
4,8299,PEQUEÑA,1,0,0,0,0,0,0,1,0
4,3600,PEQUEÑA,0,1,0,0,0,0,0,0,0
4,4663,MEDIANA,1,0,0,1,0,0,0,0,0
4,4663,GRANDE,0,1,1,1,0,0,0,1,0
4,4652,MEDIANA,1,1,0,1,0,0,0,0,0
4,4530,GRANDE,0,1,0,1,1,0,0,0,0
4,4630,MEDIANA,1,1,0,0,0,0,0,0,1
4,4100,MICRO,0,0,0,0,0,0,0,1,1
4,4923,MICRO,0,0,0,0,0,0,0,0,0
4,4630,GRANDE,1,1,0,1,0,0,0,0,0
4,3315,MEDIANA,1,1,1,1,0,0,0,1,0
4,7730,GRANDE,1,1,0,1,0,0,0,1,1
4,4799,MICRO,1,0,0,1,0,0,0,0,0
4,4661,GRANDE,0,1,0,1,1,0,0,0,0
4,4923,MEDIANA,1,0,0,1,0,0,0,0,0
4,1080,GRANDE,1,1,1,1,1,1,1,1,0
4,8510,MEDIANA,1,0,1,1,0,0,0,0,1
4,4630,PEQUEÑA,1,0,0,0,0,0,0,0,1
4,4923,MEDIANA,0,0,0,1,0,0,0,1,0
4,4210,MEDIANA,0,1,0,1,0,0,0,1,1
4,9602,PEQUEÑA,0,1,0,1,0,0,0,0,0
4,4321,PEQUEÑA,1,0,0,1,0,0,0,0,0
4,2599,GRANDE,1,0,0,0,0,0,0,1,1
5,5510,MICRO,0,0,0,0,0,0,0,0,0
5,4322,MICRO,1,0,0,0,0,0,0,0,0
5,4923,PEQUEÑA,0,1,0,0,0,0,0,0,0
5,3600,GRANDE,0,1,1,0,1,0,0,0,0
5,4781,PEQUEÑA,0,0,0,0,0,0,0,0,1
5,9609,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,1061,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,4789,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,7110,PEQUEÑA,0,0,0,1,0,0,0,0,1
5,7730,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,4100,PEQUEÑA,1,0,0,0,0,0,0,0,0
5,4921,MICRO,0,0,0,0,0,0,0,0,1
5,4773,MICRO,0,1,0,0,0,0,0,0,0
5,6190,PEQUEÑA,0,1,0,0,0,0,0,0,1
5,4100,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,4799,PEQUEÑA,1,0,0,0,0,0,0,0,0
5,4100,PEQUEÑA,0,0,0,0,0,0,0,0,0
5,4759,PEQUEÑA,0,0,0,1,0,0,0,0,0
5,4923,PEQUEÑA,0,1,0,0,0,0,0,0,0
5,4630,MEDIANA,0,1,0,1,0,0,0,0,0
5,4789,GRANDE,0,0,0,0,0,0,0,0,0
5,8522,MICRO,0,0,0,0,0,0,0,0,0
5,8020,PEQUEÑA,1,0,0,0,0,0,0,0,1
6,4799,PEQUEÑA,0,0,0,0,0,0,0,0,0
6,4772,PEQUEÑA,0,0,0,0,0,0,0,0,0
6,4721,MICRO,1,1,0,0,0,0,0,0,1
6,3600,GRANDE,0,0,0,0,0,0,0,1,0
6,2511,PEQUEÑA,1,0,0,0,0,0,0,0,0
6,4100,PEQUEÑA,0,1,0,0,0,0,1,0,0
6,7490,MEDIANA,1,0,0,0,0,0,0,1,0
6,4923,MICRO,1,0,0,0,0,0,0,0,0
6,4923,PEQUEÑA,0,0,0,0,0,0,0,0,0
6,5610,PEQUEÑA,0,0,0,0,0,0,0,1,0
6,2394,MEDIANA,1,1,0,0,0,0,0,0,0
6,8690,PEQUEÑA,0,1,0,0,0,0,0,1,0
6,7730,GRANDE,0,1,0,0,0,0,0,0,0
6,5229,PEQUEÑA,1,0,0,0,0,0,0,0,0
6,4921,PEQUEÑA,0,0,0,0,0,0,0,0,0
6,7710,PEQUEÑA,1,0,0,0,0,0,0,0,1
6,4312,GRANDE,1,0,0,0,0,0,0,1,0
